Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_19_251,VGND,li1,122.3600,65.2800,0.001001
FILLER_19_233,VGND,li1,112.9300,65.2800,0.000993
FILLER_19_225,VGND,li1,110.8600,65.2800,0.000985
FILLER_19_222,VGND,li1,108.1000,65.2800,0.000980
FILLER_19_214,VGND,li1,105.8000,65.2800,0.000970
FILLER_19_202,VGND,li1,101.2000,65.2800,0.000962
FILLER_19_182,VGND,li1,89.4700,65.2800,0.000911
FILLER_19_165,VGND,li1,82.1100,65.2800,0.000855
FILLER_19_146,VGND,li1,74.0600,65.2800,0.000787
FILLER_19_113,VGND,li1,57.7300,65.2800,0.000610
FILLER_19_109,VGND,li1,56.3500,65.2800,0.000610
FILLER_19_99,VGND,li1,51.2900,65.2800,0.000548
FILLER_19_91,VGND,li1,49.2200,65.2800,0.000522
FILLER_19_65,VGND,li1,35.6500,65.2800,0.000338
FILLER_19_57,VGND,li1,33.5800,65.2800,0.000308
FILLER_19_53,VGND,li1,30.5900,65.2800,0.000264
FILLER_19_45,VGND,li1,28.0600,65.2800,0.000213
FILLER_19_35,VGND,li1,21.8500,65.2800,0.000163
FILLER_19_27,VGND,li1,19.7800,65.2800,0.000163
FILLER_19_15,VGND,li1,15.1800,65.2800,0.000163
FILLER_19_3,VGND,li1,9.6600,65.2800,0.000163
FILLER_18_253,VGND,li1,122.8200,59.8400,0.001206
FILLER_18_249,VGND,li1,120.7500,59.8400,0.001206
FILLER_18_240,VGND,li1,116.3800,59.8400,0.001204
FILLER_18_195,VGND,li1,95.4500,59.8400,0.001122
FILLER_18_149,VGND,li1,74.2900,59.8400,0.000908
FILLER_18_141,VGND,li1,72.2200,59.8400,0.000885
FILLER_18_139,VGND,li1,69.6900,59.8400,0.000857
FILLER_18_85,VGND,li1,46.4600,59.8400,0.000562
FILLER_18_50,VGND,li1,29.4400,59.8400,0.000299
FILLER_18_9,VGND,li1,9.8900,59.8400,0.000217
FILLER_18_3,VGND,li1,8.2800,59.8400,0.000217
FILLER_17_255,VGND,li1,123.2800,59.8400,0.001206
FILLER_17_247,VGND,li1,120.9800,59.8400,0.001206
FILLER_17_225,VGND,li1,109.4800,59.8400,0.001184
FILLER_17_221,VGND,li1,107.8700,59.8400,0.001184
FILLER_17_213,VGND,li1,105.3400,59.8400,0.001176
FILLER_17_143,VGND,li1,73.1400,59.8400,0.000885
FILLER_17_131,VGND,li1,68.5400,59.8400,0.000832
FILLER_17_113,VGND,li1,57.9600,59.8400,0.000699
FILLER_17_109,VGND,li1,56.3500,59.8400,0.000699
FILLER_17_85,VGND,li1,46.4600,59.8400,0.000562
FILLER_17_66,VGND,li1,36.5700,59.8400,0.000415
FILLER_17_50,VGND,li1,29.9000,59.8400,0.000299
FILLER_17_28,VGND,li1,19.7800,59.8400,0.000210
FILLER_17_11,VGND,li1,10.8100,59.8400,0.000217
FILLER_17_3,VGND,li1,8.7400,59.8400,0.000217
FILLER_16_253,VGND,li1,122.8200,54.4000,0.001524
FILLER_16_251,VGND,li1,121.2100,54.4000,0.001524
FILLER_16_231,VGND,li1,112.4700,54.4000,0.001515
FILLER_16_219,VGND,li1,109.0200,54.4000,0.001506
FILLER_16_207,VGND,li1,103.5000,54.4000,0.001493
FILLER_16_197,VGND,li1,96.8300,54.4000,0.001451
FILLER_16_192,VGND,li1,94.7600,54.4000,0.001437
FILLER_16_186,VGND,li1,91.3100,54.4000,0.001404
FILLER_16_178,VGND,li1,89.2400,54.4000,0.001384
FILLER_16_168,VGND,li1,83.0300,54.4000,0.001312
FILLER_16_160,VGND,li1,80.9600,54.4000,0.001260
FILLER_16_141,VGND,li1,72.2200,54.4000,0.001156
FILLER_16_128,VGND,li1,67.1600,54.4000,0.001080
FILLER_16_117,VGND,li1,59.8000,54.4000,0.000957
FILLER_16_97,VGND,li1,50.6000,54.4000,0.000807
FILLER_16_85,VGND,li1,47.3800,54.4000,0.000732
FILLER_16_83,VGND,li1,43.9300,54.4000,0.000686
FILLER_16_68,VGND,li1,38.1800,54.4000,0.000572
FILLER_16_51,VGND,li1,29.2100,54.4000,0.000342
FILLER_16_45,VGND,li1,27.6000,54.4000,0.000342
FILLER_16_27,VGND,li1,18.1700,54.4000,0.000270
FILLER_16_23,VGND,li1,17.0200,54.4000,0.000270
FILLER_16_3,VGND,li1,7.8200,54.4000,0.000275
FILLER_15_250,VGND,li1,121.4400,54.4000,0.001524
FILLER_15_225,VGND,li1,109.9400,54.4000,0.001506
FILLER_15_189,VGND,li1,92.6900,54.4000,0.001404
FILLER_15_160,VGND,li1,79.3500,54.4000,0.001260
FILLER_15_154,VGND,li1,77.7400,54.4000,0.001221
FILLER_15_128,VGND,li1,64.6300,54.4000,0.001039
FILLER_15_122,VGND,li1,63.0200,54.4000,0.001002
FILLER_15_111,VGND,li1,56.8100,54.4000,0.000893
FILLER_15_107,VGND,li1,55.6600,54.4000,0.000893
FILLER_15_87,VGND,li1,46.4600,54.4000,0.000732
FILLER_15_66,VGND,li1,36.1100,54.4000,0.000528
FILLER_15_35,VGND,li1,21.8500,54.4000,0.000265
FILLER_15_27,VGND,li1,19.7800,54.4000,0.000267
FILLER_15_15,VGND,li1,15.1800,54.4000,0.000272
FILLER_15_3,VGND,li1,9.6600,54.4000,0.000275
FILLER_14_253,VGND,li1,122.1300,48.9600,0.000998
FILLER_14_248,VGND,li1,120.5200,48.9600,0.000998
FILLER_14_207,VGND,li1,100.9700,48.9600,0.000974
FILLER_14_201,VGND,li1,99.3600,48.9600,0.000974
FILLER_14_194,VGND,li1,95.2200,48.9600,0.000963
FILLER_14_163,VGND,li1,81.8800,48.9600,0.000901
FILLER_14_141,VGND,li1,70.6100,48.9600,0.000833
FILLER_14_130,VGND,li1,65.5500,48.9600,0.000794
FILLER_14_82,VGND,li1,43.7000,48.9600,0.000556
FILLER_14_65,VGND,li1,35.6500,48.9600,0.000406
FILLER_14_37,VGND,li1,22.7700,48.9600,0.000234
FILLER_14_29,VGND,li1,20.7000,48.9600,0.000235
FILLER_14_27,VGND,li1,18.1700,48.9600,0.000237
FILLER_14_15,VGND,li1,15.1800,48.9600,0.000237
FILLER_14_3,VGND,li1,9.6600,48.9600,0.000238
FILLER_13_249,VGND,li1,121.9000,48.9600,0.000998
FILLER_13_237,VGND,li1,117.3000,48.9600,0.000997
FILLER_13_225,VGND,li1,111.7800,48.9600,0.000993
FILLER_13_222,VGND,li1,108.1000,48.9600,0.000989
FILLER_13_210,VGND,li1,104.8800,48.9600,0.000985
FILLER_13_169,VGND,li1,84.1800,48.9600,0.000912
FILLER_13_160,VGND,li1,80.9600,48.9600,0.000901
FILLER_13_122,VGND,li1,63.0200,48.9600,0.000775
FILLER_13_94,VGND,li1,49.2200,48.9600,0.000640
FILLER_13_63,VGND,li1,34.7300,48.9600,0.000406
FILLER_13_57,VGND,li1,33.1200,48.9600,0.000354
FILLER_13_55,VGND,li1,31.0500,48.9600,0.000319
FILLER_13_51,VGND,li1,29.9000,48.9600,0.000319
FILLER_13_11,VGND,li1,10.8100,48.9600,0.000238
FILLER_13_3,VGND,li1,8.7400,48.9600,0.000238
FILLER_12_253,VGND,li1,122.8200,43.5200,0.000464
FILLER_12_251,VGND,li1,121.2100,43.5200,0.000464
FILLER_12_245,VGND,li1,119.6000,43.5200,0.000464
FILLER_12_233,VGND,li1,115.4600,43.5200,0.000464
FILLER_12_221,VGND,li1,109.9400,43.5200,0.000464
FILLER_12_209,VGND,li1,104.4200,43.5200,0.000464
FILLER_12_197,VGND,li1,98.9000,43.5200,0.000464
FILLER_12_192,VGND,li1,94.7600,43.5200,0.000464
FILLER_12_159,VGND,li1,78.8900,43.5200,0.000445
FILLER_12_123,VGND,li1,62.3300,43.5200,0.000390
FILLER_12_105,VGND,li1,54.2800,43.5200,0.000352
FILLER_12_85,VGND,li1,45.5400,43.5200,0.000292
FILLER_12_51,VGND,li1,29.2100,43.5200,0.000164
FILLER_12_29,VGND,li1,20.2400,43.5200,0.000148
FILLER_12_11,VGND,li1,10.8100,43.5200,0.000162
FILLER_12_3,VGND,li1,8.7400,43.5200,0.000162
FILLER_11_245,VGND,li1,118.4500,43.5200,0.000464
FILLER_11_237,VGND,li1,116.3800,43.5200,0.000464
FILLER_11_225,VGND,li1,111.7800,43.5200,0.000464
FILLER_11_223,VGND,li1,108.3300,43.5200,0.000464
FILLER_11_211,VGND,li1,105.3400,43.5200,0.000464
FILLER_11_199,VGND,li1,99.8200,43.5200,0.000464
FILLER_11_187,VGND,li1,94.3000,43.5200,0.000464
FILLER_11_166,VGND,li1,82.3400,43.5200,0.000453
FILLER_11_149,VGND,li1,75.9000,43.5200,0.000436
FILLER_11_137,VGND,li1,71.3000,43.5200,0.000418
FILLER_11_125,VGND,li1,65.7800,43.5200,0.000402
FILLER_11_113,VGND,li1,60.2600,43.5200,0.000381
FILLER_11_106,VGND,li1,55.6600,43.5200,0.000352
FILLER_11_95,VGND,li1,49.6800,43.5200,0.000327
FILLER_11_83,VGND,li1,46.4600,43.5200,0.000306
FILLER_11_70,VGND,li1,38.6400,43.5200,0.000252
FILLER_11_57,VGND,li1,32.6600,43.5200,0.000204
FILLER_11_54,VGND,li1,30.8200,43.5200,0.000187
FILLER_11_25,VGND,li1,17.9400,43.5200,0.000152
FILLER_11_3,VGND,li1,8.2800,43.5200,0.000162
FILLER_10_253,VGND,li1,122.8200,38.0800,0.000728
FILLER_10_251,VGND,li1,121.2100,38.0800,0.000728
FILLER_10_245,VGND,li1,119.6000,38.0800,0.000728
FILLER_10_233,VGND,li1,115.4600,38.0800,0.000728
FILLER_10_221,VGND,li1,109.9400,38.0800,0.000728
FILLER_10_209,VGND,li1,104.4200,38.0800,0.000728
FILLER_10_197,VGND,li1,98.9000,38.0800,0.000728
FILLER_10_190,VGND,li1,94.3000,38.0800,0.000728
FILLER_10_178,VGND,li1,90.1600,38.0800,0.000728
FILLER_10_168,VGND,li1,83.0300,38.0800,0.000715
FILLER_10_150,VGND,li1,74.9800,38.0800,0.000688
FILLER_10_132,VGND,li1,68.0800,38.0800,0.000626
FILLER_10_120,VGND,li1,61.4100,38.0800,0.000564
FILLER_10_112,VGND,li1,58.8800,38.0800,0.000521
FILLER_10_102,VGND,li1,52.6700,38.0800,0.000472
FILLER_10_94,VGND,li1,50.6000,38.0800,0.000450
FILLER_10_82,VGND,li1,43.7000,38.0800,0.000372
FILLER_10_70,VGND,li1,40.4800,38.0800,0.000333
FILLER_10_58,VGND,li1,34.9600,38.0800,0.000248
FILLER_10_46,VGND,li1,29.4400,38.0800,0.000193
FILLER_10_29,VGND,li1,20.7000,38.0800,0.000133
FILLER_10_27,VGND,li1,18.1700,38.0800,0.000133
FILLER_10_15,VGND,li1,15.1800,38.0800,0.000133
FILLER_10_3,VGND,li1,9.6600,38.0800,0.000133
FILLER_9_249,VGND,li1,121.9000,38.0800,0.000728
FILLER_9_237,VGND,li1,117.3000,38.0800,0.000728
FILLER_9_225,VGND,li1,111.7800,38.0800,0.000728
FILLER_9_223,VGND,li1,108.3300,38.0800,0.000728
FILLER_9_211,VGND,li1,105.3400,38.0800,0.000728
FILLER_9_199,VGND,li1,99.8200,38.0800,0.000728
FILLER_9_187,VGND,li1,94.3000,38.0800,0.000728
FILLER_9_164,VGND,li1,81.8800,38.0800,0.000715
FILLER_9_139,VGND,li1,69.6900,38.0800,0.000626
FILLER_9_133,VGND,li1,68.0800,38.0800,0.000626
FILLER_9_113,VGND,li1,58.4200,38.0800,0.000521
FILLER_9_100,VGND,li1,52.2100,38.0800,0.000450
FILLER_9_83,VGND,li1,43.9300,38.0800,0.000372
FILLER_9_57,VGND,li1,33.5800,38.0800,0.000248
FILLER_9_45,VGND,li1,26.6800,38.0800,0.000161
FILLER_9_37,VGND,li1,24.3800,38.0800,0.000132
FILLER_9_27,VGND,li1,18.1700,38.0800,0.000133
FILLER_9_15,VGND,li1,15.1800,38.0800,0.000133
FILLER_9_3,VGND,li1,9.6600,38.0800,0.000133
FILLER_8_253,VGND,li1,122.8200,32.6400,0.000736
FILLER_8_251,VGND,li1,121.2100,32.6400,0.000736
FILLER_8_245,VGND,li1,119.6000,32.6400,0.000736
FILLER_8_233,VGND,li1,115.4600,32.6400,0.000736
FILLER_8_221,VGND,li1,109.9400,32.6400,0.000736
FILLER_8_209,VGND,li1,104.4200,32.6400,0.000736
FILLER_8_197,VGND,li1,98.9000,32.6400,0.000736
FILLER_8_195,VGND,li1,95.4500,32.6400,0.000736
FILLER_8_187,VGND,li1,93.3800,32.6400,0.000736
FILLER_8_156,VGND,li1,77.5100,32.6400,0.000708
FILLER_8_152,VGND,li1,76.3600,32.6400,0.000700
FILLER_8_138,VGND,li1,69.4600,32.6400,0.000667
FILLER_8_106,VGND,li1,54.7400,32.6400,0.000529
FILLER_8_53,VGND,li1,31.2800,32.6400,0.000266
FILLER_8_29,VGND,li1,20.7000,32.6400,0.000181
FILLER_8_27,VGND,li1,18.1700,32.6400,0.000184
FILLER_8_15,VGND,li1,15.1800,32.6400,0.000184
FILLER_8_3,VGND,li1,9.6600,32.6400,0.000184
FILLER_7_249,VGND,li1,121.9000,32.6400,0.000736
FILLER_7_237,VGND,li1,117.3000,32.6400,0.000736
FILLER_7_225,VGND,li1,111.7800,32.6400,0.000736
FILLER_7_221,VGND,li1,107.8700,32.6400,0.000736
FILLER_7_209,VGND,li1,104.4200,32.6400,0.000736
FILLER_7_197,VGND,li1,98.9000,32.6400,0.000736
FILLER_7_185,VGND,li1,93.3800,32.6400,0.000736
FILLER_7_137,VGND,li1,69.9200,32.6400,0.000667
FILLER_7_113,VGND,li1,59.3400,32.6400,0.000585
FILLER_7_95,VGND,li1,49.4500,32.6400,0.000488
FILLER_7_57,VGND,li1,33.1200,32.6400,0.000293
FILLER_7_15,VGND,li1,13.3400,32.6400,0.000184
FILLER_7_3,VGND,li1,9.6600,32.6400,0.000184
FILLER_6_253,VGND,li1,122.8200,27.2000,0.000346
FILLER_6_251,VGND,li1,121.2100,27.2000,0.000346
FILLER_6_245,VGND,li1,119.6000,27.2000,0.000346
FILLER_6_233,VGND,li1,115.4600,27.2000,0.000346
FILLER_6_221,VGND,li1,109.9400,27.2000,0.000346
FILLER_6_209,VGND,li1,104.4200,27.2000,0.000346
FILLER_6_197,VGND,li1,98.9000,27.2000,0.000346
FILLER_6_195,VGND,li1,95.4500,27.2000,0.000346
FILLER_6_183,VGND,li1,92.4600,27.2000,0.000346
FILLER_6_171,VGND,li1,86.9400,27.2000,0.000346
FILLER_6_145,VGND,li1,72.4500,27.2000,0.000338
FILLER_6_141,VGND,li1,71.3000,27.2000,0.000338
FILLER_6_136,VGND,li1,69.0000,27.2000,0.000336
FILLER_6_126,VGND,li1,63.7100,27.2000,0.000327
FILLER_6_122,VGND,li1,62.5600,27.2000,0.000327
FILLER_6_98,VGND,li1,52.4400,27.2000,0.000307
FILLER_6_85,VGND,li1,45.0800,27.2000,0.000279
FILLER_6_77,VGND,li1,41.6300,27.2000,0.000264
FILLER_6_69,VGND,li1,39.1000,27.2000,0.000249
FILLER_6_29,VGND,li1,19.7800,27.2000,0.000134
FILLER_6_27,VGND,li1,18.1700,27.2000,0.000134
FILLER_6_15,VGND,li1,15.1800,27.2000,0.000134
FILLER_6_3,VGND,li1,9.6600,27.2000,0.000134
FILLER_5_249,VGND,li1,121.9000,27.2000,0.000346
FILLER_5_237,VGND,li1,117.3000,27.2000,0.000346
FILLER_5_225,VGND,li1,111.7800,27.2000,0.000346
FILLER_5_223,VGND,li1,108.3300,27.2000,0.000346
FILLER_5_217,VGND,li1,106.7200,27.2000,0.000346
FILLER_5_205,VGND,li1,102.5800,27.2000,0.000346
FILLER_5_193,VGND,li1,97.0600,27.2000,0.000346
FILLER_5_181,VGND,li1,91.5400,27.2000,0.000346
FILLER_5_169,VGND,li1,86.0200,27.2000,0.000346
FILLER_5_167,VGND,li1,82.5700,27.2000,0.000346
FILLER_5_161,VGND,li1,80.9600,27.2000,0.000346
FILLER_5_149,VGND,li1,76.8200,27.2000,0.000345
FILLER_5_137,VGND,li1,71.3000,27.2000,0.000338
FILLER_5_125,VGND,li1,65.7800,27.2000,0.000331
FILLER_5_113,VGND,li1,60.2600,27.2000,0.000323
FILLER_5_111,VGND,li1,56.8100,27.2000,0.000318
FILLER_5_99,VGND,li1,53.8200,27.2000,0.000307
FILLER_5_88,VGND,li1,46.4600,27.2000,0.000292
FILLER_5_80,VGND,li1,44.1600,27.2000,0.000279
FILLER_5_68,VGND,li1,39.5600,27.2000,0.000249
FILLER_5_52,VGND,li1,30.3600,27.2000,0.000182
FILLER_5_42,VGND,li1,25.0700,27.2000,0.000126
FILLER_5_38,VGND,li1,23.9200,27.2000,0.000129
FILLER_5_21,VGND,li1,15.4100,27.2000,0.000134
FILLER_5_15,VGND,li1,13.8000,27.2000,0.000134
FILLER_5_3,VGND,li1,9.6600,27.2000,0.000134
FILLER_4_253,VGND,li1,122.8200,21.7600,0.000240
FILLER_4_251,VGND,li1,121.2100,21.7600,0.000240
FILLER_4_245,VGND,li1,119.6000,21.7600,0.000240
FILLER_4_233,VGND,li1,115.4600,21.7600,0.000240
FILLER_4_221,VGND,li1,109.9400,21.7600,0.000240
FILLER_4_209,VGND,li1,104.4200,21.7600,0.000240
FILLER_4_197,VGND,li1,98.9000,21.7600,0.000240
FILLER_4_190,VGND,li1,94.3000,21.7600,0.000240
FILLER_4_178,VGND,li1,90.1600,21.7600,0.000240
FILLER_4_165,VGND,li1,82.3400,21.7600,0.000232
FILLER_4_153,VGND,li1,78.6600,21.7600,0.000228
FILLER_4_141,VGND,li1,73.1400,21.7600,0.000221
FILLER_4_137,VGND,li1,69.2300,21.7600,0.000214
FILLER_4_125,VGND,li1,65.7800,21.7600,0.000206
FILLER_4_113,VGND,li1,60.2600,21.7600,0.000191
FILLER_4_103,VGND,li1,53.1300,21.7600,0.000167
FILLER_4_97,VGND,li1,51.5200,21.7600,0.000167
FILLER_4_85,VGND,li1,47.3800,21.7600,0.000151
FILLER_4_72,VGND,li1,41.4000,21.7600,0.000126
FILLER_4_62,VGND,li1,34.2700,21.7600,0.000094
FILLER_4_58,VGND,li1,33.1200,21.7600,0.000082
FILLER_4_41,VGND,li1,26.2200,21.7600,0.000051
FILLER_4_29,VGND,li1,21.6200,21.7600,0.000051
FILLER_4_27,VGND,li1,18.1700,21.7600,0.000051
FILLER_4_15,VGND,li1,15.1800,21.7600,0.000051
FILLER_4_3,VGND,li1,9.6600,21.7600,0.000051
FILLER_3_249,VGND,li1,121.9000,21.7600,0.000240
FILLER_3_237,VGND,li1,117.3000,21.7600,0.000240
FILLER_3_225,VGND,li1,111.7800,21.7600,0.000240
FILLER_3_222,VGND,li1,108.1000,21.7600,0.000240
FILLER_3_214,VGND,li1,105.8000,21.7600,0.000240
FILLER_3_202,VGND,li1,101.2000,21.7600,0.000240
FILLER_3_190,VGND,li1,95.6800,21.7600,0.000240
FILLER_3_156,VGND,li1,77.9700,21.7600,0.000228
FILLER_3_148,VGND,li1,75.4400,21.7600,0.000224
FILLER_3_117,VGND,li1,59.5700,21.7600,0.000191
FILLER_3_113,VGND,li1,58.4200,21.7600,0.000184
FILLER_3_78,VGND,li1,42.3200,21.7600,0.000126
FILLER_3_39,VGND,li1,25.3000,21.7600,0.000051
FILLER_3_27,VGND,li1,20.7000,21.7600,0.000051
FILLER_3_15,VGND,li1,15.1800,21.7600,0.000051
FILLER_3_3,VGND,li1,9.6600,21.7600,0.000051
FILLER_2_253,VGND,li1,122.8200,16.3200,0.000630
FILLER_2_251,VGND,li1,121.2100,16.3200,0.000630
FILLER_2_245,VGND,li1,119.6000,16.3200,0.000630
FILLER_2_233,VGND,li1,115.4600,16.3200,0.000630
FILLER_2_221,VGND,li1,109.9400,16.3200,0.000630
FILLER_2_209,VGND,li1,104.4200,16.3200,0.000630
FILLER_2_197,VGND,li1,98.9000,16.3200,0.000630
FILLER_2_193,VGND,li1,94.9900,16.3200,0.000630
FILLER_2_150,VGND,li1,74.9800,16.3200,0.000598
FILLER_2_91,VGND,li1,47.6100,16.3200,0.000412
FILLER_2_85,VGND,li1,46.0000,16.3200,0.000412
FILLER_2_35,VGND,li1,21.8500,16.3200,0.000149
FILLER_2_29,VGND,li1,20.2400,16.3200,0.000149
FILLER_2_27,VGND,li1,18.1700,16.3200,0.000149
FILLER_2_15,VGND,li1,15.1800,16.3200,0.000149
FILLER_2_3,VGND,li1,9.6600,16.3200,0.000149
FILLER_1_249,VGND,li1,121.9000,16.3200,0.000630
FILLER_1_237,VGND,li1,117.3000,16.3200,0.000630
FILLER_1_225,VGND,li1,111.7800,16.3200,0.000630
FILLER_1_221,VGND,li1,107.8700,16.3200,0.000630
FILLER_1_209,VGND,li1,104.4200,16.3200,0.000630
FILLER_1_197,VGND,li1,98.9000,16.3200,0.000630
FILLER_1_185,VGND,li1,93.3800,16.3200,0.000630
FILLER_1_166,VGND,li1,82.3400,16.3200,0.000619
FILLER_1_156,VGND,li1,77.5100,16.3200,0.000607
FILLER_1_148,VGND,li1,75.4400,16.3200,0.000598
FILLER_1_129,VGND,li1,65.5500,16.3200,0.000558
FILLER_1_108,VGND,li1,56.1200,16.3200,0.000496
FILLER_1_57,VGND,li1,32.4300,16.3200,0.000256
FILLER_1_39,VGND,li1,23.6900,16.3200,0.000149
FILLER_1_27,VGND,li1,20.7000,16.3200,0.000149
FILLER_1_15,VGND,li1,15.1800,16.3200,0.000149
FILLER_1_3,VGND,li1,9.6600,16.3200,0.000149
FILLER_0_253,VGND,li1,122.8200,10.8800,0.000123
FILLER_0_249,VGND,li1,120.7500,10.8800,0.000123
FILLER_0_237,VGND,li1,117.3000,10.8800,0.000123
FILLER_0_225,VGND,li1,111.7800,10.8800,0.000123
FILLER_0_221,VGND,li1,107.8700,10.8800,0.000123
FILLER_0_209,VGND,li1,104.4200,10.8800,0.000123
FILLER_0_197,VGND,li1,98.9000,10.8800,0.000123
FILLER_0_193,VGND,li1,94.9900,10.8800,0.000123
FILLER_0_185,VGND,li1,92.4600,10.8800,0.000123
FILLER_0_162,VGND,li1,81.4200,10.8800,0.000118
FILLER_0_150,VGND,li1,77.2800,10.8800,0.000114
FILLER_0_139,VGND,li1,69.6900,10.8800,0.000103
FILLER_0_133,VGND,li1,68.0800,10.8800,0.000103
FILLER_0_121,VGND,li1,61.8700,10.8800,0.000095
FILLER_0_113,VGND,li1,59.3400,10.8800,0.000091
FILLER_0_111,VGND,li1,56.8100,10.8800,0.000085
FILLER_0_107,VGND,li1,55.6600,10.8800,0.000085
FILLER_0_94,VGND,li1,49.6800,10.8800,0.000076
FILLER_0_76,VGND,li1,40.9400,10.8800,0.000059
FILLER_0_57,VGND,li1,32.6600,10.8800,0.000038
FILLER_0_44,VGND,li1,28.5200,10.8800,0.000032
FILLER_0_37,VGND,li1,22.7700,10.8800,0.000022
FILLER_0_29,VGND,li1,19.3200,10.8800,0.000022
FILLER_0_27,VGND,li1,18.1700,10.8800,0.000022
FILLER_0_15,VGND,li1,15.1800,10.8800,0.000022
FILLER_0_3,VGND,li1,9.6600,10.8800,0.000022
clkload15,VGND,li1,81.6500,114.2400,0.000857
clkbuf_1_1__f_rclk,VGND,li1,103.9600,103.3600,0.001500
clkbuf_1_0__f_rclk,VGND,li1,88.7800,114.2400,0.000914
clkbuf_0_rclk,VGND,li1,95.6800,108.8000,0.001290
clkload14,VGND,li1,80.7300,108.8000,0.001204
clkload13,VGND,li1,65.3200,97.9200,0.000415
clkload12,VGND,li1,94.3000,87.0400,0.001220
clkload11,VGND,li1,79.3500,81.6000,0.000861
clkload10,VGND,li1,35.4200,103.3600,0.000469
clkload9,VGND,li1,23.6900,103.3600,0.000243
clkload8,VGND,li1,46.0000,81.6000,0.000545
clkload7,VGND,li1,97.0600,48.9600,0.000969
clkload6,VGND,li1,81.1900,54.4000,0.001286
clkload5,VGND,li1,89.9300,38.0800,0.000728
clkload4,VGND,li1,75.4400,38.0800,0.000688
clkload3,VGND,li1,50.1400,48.9600,0.000640
clkload2,VGND,li1,28.7500,54.4000,0.000342
clkload1,VGND,li1,43.2400,27.2000,0.000264
clkload0,VGND,li1,34.2700,27.2000,0.000221
clkbuf_4_15_0_wclk,VGND,li1,78.8900,108.8000,0.001191
clkbuf_4_14_0_wclk,VGND,li1,66.4700,103.3600,0.001088
clkbuf_4_13_0_wclk,VGND,li1,91.3100,87.0400,0.001200
clkbuf_4_12_0_wclk,VGND,li1,77.5100,87.0400,0.001064
clkbuf_4_11_0_wclk,VGND,li1,45.3100,108.8000,0.000718
clkbuf_4_10_0_wclk,VGND,li1,21.3900,108.8000,0.000294
clkbuf_4_9_0_wclk,VGND,li1,39.3300,81.6000,0.000475
clkbuf_4_8_0_wclk,VGND,li1,25.9900,81.6000,0.000266
clkbuf_4_7_0_wclk,VGND,li1,95.4500,54.4000,0.001437
clkbuf_4_6_0_wclk,VGND,li1,85.7900,54.4000,0.001344
clkbuf_4_5_0_wclk,VGND,li1,85.7900,38.0800,0.000726
clkbuf_4_4_0_wclk,VGND,li1,72.9100,32.6400,0.000691
clkbuf_4_3_0_wclk,VGND,li1,43.0100,54.4000,0.000644
clkbuf_4_2_0_wclk,VGND,li1,25.5300,48.9600,0.000231
clkbuf_4_1_0_wclk,VGND,li1,48.0700,27.2000,0.000292
clkbuf_4_0_0_wclk,VGND,li1,34.7300,27.2000,0.000221
clkbuf_0_wclk,VGND,li1,65.3200,70.7200,0.000985
max_cap23,VGND,li1,95.6800,65.2800,0.000947
output22,VGND,li1,78.4300,130.5600,0.000072
output21,VGND,li1,84.8700,130.5600,0.000074
output20,VGND,li1,123.0500,76.1600,0.001143
output19,VGND,li1,81.6500,130.5600,0.000073
output18,VGND,li1,75.2100,130.5600,0.000071
output17,VGND,li1,71.9900,130.5600,0.000069
output16,VGND,li1,88.0900,130.5600,0.000074
output15,VGND,li1,123.0500,76.1600,0.001143
output14,VGND,li1,123.0500,48.9600,0.000998
output13,VGND,li1,123.0500,92.4800,0.000763
input12,VGND,li1,121.2100,43.5200,0.000464
input11,VGND,li1,123.0500,54.4000,0.001524
input10,VGND,li1,8.2800,103.3600,0.000257
input9,VGND,li1,8.2800,119.6800,0.000178
input8,VGND,li1,21.1600,10.8800,0.000022
input7,VGND,li1,34.9600,10.8800,0.000046
input6,VGND,li1,59.8000,130.5600,0.000059
input5,VGND,li1,24.3800,10.8800,0.000022
input4,VGND,li1,92.0000,130.5600,0.000074
input3,VGND,li1,42.7800,10.8800,0.000063
input2,VGND,li1,121.2100,97.9200,0.000586
input1,VGND,li1,123.0500,103.3600,0.001518
TAP_TAPCELL_ROW_43_294,VGND,li1,121.6700,130.2680,0.000074
TAP_TAPCELL_ROW_43_293,VGND,li1,108.7900,130.2680,0.000074
TAP_TAPCELL_ROW_43_292,VGND,li1,95.9100,130.2680,0.000074
TAP_TAPCELL_ROW_43_291,VGND,li1,83.0300,130.2680,0.000073
TAP_TAPCELL_ROW_43_290,VGND,li1,70.1500,130.2680,0.000068
TAP_TAPCELL_ROW_43_289,VGND,li1,57.2700,130.2680,0.000054
TAP_TAPCELL_ROW_43_288,VGND,li1,44.3900,130.2680,0.000037
TAP_TAPCELL_ROW_43_287,VGND,li1,31.5100,130.2680,0.000020
TAP_TAPCELL_ROW_43_286,VGND,li1,18.6300,130.2680,0.000013
TAP_TAPCELL_ROW_42_285,VGND,li1,121.6700,125.4110,0.000353
TAP_TAPCELL_ROW_42_284,VGND,li1,95.9100,125.4110,0.000350
TAP_TAPCELL_ROW_42_283,VGND,li1,70.1500,125.4110,0.000319
TAP_TAPCELL_ROW_42_282,VGND,li1,44.3900,125.4110,0.000215
TAP_TAPCELL_ROW_42_281,VGND,li1,18.6300,125.4110,0.000084
